rating,comment
5,"Giao hàng nhanh,chất vải đẹp nhưng phần chữ bị dính với nhau."
5,"Nói chung là đẹp, đống gối giao hàng nhanh giá ổn mn nên mua nhaaaaaaaaaaaa"
5,Sản phẩm tốt nhennnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
5,"Áo đẹp xĩu lun mn ạ
Nên mua nha 
Giá rẻ mà áo thì chất lượng khỏi phải bàn 
Hàng real nha mn"
5,"Chất liệu:tốt
Màu sắc:trắng

Hàng ok chất lượng giá cả hợp lí mọi người nên mua và trải"
5,"Chất liệu:KHông biết
Màu sắc:trắng
Đúng với mô tả:đúng

Áo khá đẹp, màu oki, in tốt, hàng về siu nhanh"
5,"Áo rất đẹp nha mọi người , vải mặc vô khá là mát , và đặt biệt dáng áo rất đẹp   không bị lộ"
5,"Chất liệu:Đẹp suất sắc
Màu sắc:Trắng
Đúng với mô tả:10đ"
5,"Áo xịn, mình có đặt bị nhầm size nên hơi to, nói chung là mọi người nên mua mình 1m5 40kg mặc size M rất rộng nhé :)))))))))))))))"
5,Áo siêu xinh vải mát mình cao m56 mặc size M là vừa giao hàng nhanh
5,Áo đẹp lắm nha ccccrsgrahkfscjgdssxbkydcnhsacjkbgsxhrajkrd
5,K hài lòng với shipper nhưng vẫn cho 5* vì sản phẩm đẹp
5,"Chất liệu:vẢi mát
Màu sắc:trắng

Hơi khó chịu một xíu là spham size S mình mua màu trắng nhìn đục đục tối màu hơn trắng của size M, nhưng vì chất lượng áo vải rat ok nên vẫn đánh giá 5* nhưng hi vọng shop nên ktra lại áo trc khi giao cho khách, nhưng áo vẫn rất chất lượng nha thật ra mình mua chắc 10 cái áo bên brand này r, ưng nha"
5,"Giao hàng lâu từ 9/9 đến 26/9 với nhận được hàng nên mừng lắm 
Nhận hàng cầm trên tay có 2áo  thôi mà nặng cực luôn 
Áo không có một tí chỉ thừa nào luôn 
Áo dày dặn lắm nha mn 
Nên mua nha🥰🥰🥰
Cơ mà size áo to dã man 1m58 41kg mặc size S mà rộng kinh khủng tưởng đang mặc size M cơ Ý"
5,"đẹp cực mn ạ. Áo thơm lắm luôn ý(kiểu mùi kẹo ngọt dù mình để áo ngoài lâu mà áo vẫn thơm), chất mát mặc thích lắm, thiết kế đẹp form rộng thoải mái, hình in chất lượng và đẹp. Đây là 1 local đáng mua . Cá nhân mình rất ưng sản phẩm này(nhưng cách gói hàng của shop khá sơ sài không gói hộp )"
5,Áo đẹp nhưng mà mùi kh thơm mình cao 165 nặng 45kg mặt size M wa mong nkaaa
5,"Quá tuyệt z luôn í nà
Mặc vào cưng xỉu luôn í
Ai cao m62 như em thì nên mua sz S nha chứ M nó hơi dài í ạ"
5,"Giao hàng nhanh, shop đóng gói cẩn thận, chất áo rất đẹp luôn dày dặn lắm nha, cảm ơn shop nhiều, se quay  lại ủng hộ shop"
5,"Áo đẹp lắm mn ơi,chất dày dặn đường may đẹp từ đường nhỏ nhất logo xịn đc cái k ưng là shop để size to quá nam 1m75-60kg-80kg mặc S còn vừa
Mn lên cân nhắc khi chọn size nha"
5,"Chất liệu:vải mát cực
Màu sắc:trắng

mua lần t2 ở shop òii , hàng chất lượng lắm nhóo ( hình ảnh mang tính chất nhận xu )"
5,"Giao hàng rất nhanh, đóng gói cẩn thận. Đã mua của shop rất nhiều lần. Áo đẹp, lên dáng đẹp. Vải cũng ok. Giá phù hợp. Nên mua thử nha mọi người."
5,"Chất liệu:cotton
Màu sắc:white
Đúng với mô tả:mát

Giao hàng nhanh, áo đẹp mặc mát vải dày dặn, giá ổn, m63 mặc vừa ko quá dài âu  nên mua nhaaaa"
5,"áo xinh ko có gì để chê, mua trước sale xong 15.1 vào thấy sale còn 165k sầu thúi ruột"
5,"Chất liệu:CHất lượng tốt nha.vải đẹp nha.
Màu sắc:màu trắng đẹp xuất sắc.
Đúng với mô tả:Mua đúng màu nhưng mà bị ố dề nha. Size to quá nha.

Tóm lại là áo đẹp nha mn.
Mọi người nên có cho mk một chiếc áo xinh đẹp ntn trong tủ đồ nha"
5,"Form áo đẹp nha,chất vải dày dặn,thấm hút tốt,chữ in rõ nét nói chung ổn vs giá,.đfvvjnczsssxswerrfghyt44rggggddddddsssssseddfgbnmkihbvvvbbnjhvvvvfffcxcbnmnhytewwsxzzvbmjjhgggffvv vbbbbbbgfxc"
5,"Áo đẹp lắm mng oiiii
Ni em m8 mặc size L là wa deppp
Giao rất nkankkk
100 điểm cho shopp
Ảnh để lấy xu hjhj"
5,"Áo đẹp lắm nha, chất vải cũng khá dày dặn
Đóng gói cẩn thận, áo rất thơm 
Nên mua nha mng!"
5,"- chất vài đẹp mua ở đây mấy lần rồi , quả thực k có gì để chê cả nêm mua nha mn"
5,"Áo xinh lắm áaaaa mng, nên mua nha. Giao hàng nhanh và phục vụ tốt lắm nèeeeee"
5,"Đồ của ourerity rraats lạc okkmmkkk khỏi pkair bàn cãi
Dhdjdjdjdjdjdjjdkdkeldldkjx"
5,"Áo đẹp lắm ạ. Mình đã mua 2 lần r. Vải mềm mát, nhưng cổ áo hay bị dãn( mong hãng sẽ khắc phục phần cổ áo). Áo form rộng lắm nhé, mn nên cân nhắc kĩ trước khi mua."
5,"mẫu này xinh ạ nhưng hình in bị dính hong biết giặt nó có bị dính hình lại hong nữa 😢
vải áo mát lúm ạ 
được tặng thêm cái túi siu sịn cảm ơn shop ạ 🥰"
5,"Áo chất lượng mua ở shop nhiều lần rồi chất lượng tốt lắm.Giao hàng nhanh, đóng gói đẹp cẩn thận, chắc chắn. Rất đáng tiền, shop phục vụ tốt."
5,Áo đẹp lắm 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😘 😍 😘 😍 😘 😍 😘 😍 😘 5 😍 5 😍 😍 5 😍 😘 😘 😍 5
5,"Đóng gói cẩn thận giao hàng nhanh
Áo hơi dài nma chất lượng
Sẽ ủng hộ shop"
4,"Áo mua size S về mặc rộng thùng thình :))) vẫn phải mất tiền đi sửa trừ 1 sao!🤌
Ăng nhăng nhăng
Hdhxjlakbxbxh"
5,Áo khá đẹp nha mng. Giống hình luôn nhee! Nên mua ạ.
5,"Chất liệu:thun
Màu sắc:trắng
Đúng với mô tả:đúng

Áo vải đẹp lắm luôn dày nữa.giao hàng không lâu"
5,"Đúng với mô tả:oki
Chất liệu:thun
Màu sắc:trắng

áo oki nma hơi thất vọng nma shop đã khắc phục đổi áo"
5,"Áo vải dày dặn, giao hàng nhanh, size hơi rộng so với bình thường. Mọi người nên chọn size kĩ trước khi mua nha"
5,"Áo đẹp,chất lượng giao hàng thì nhanh nhưng mà mọi người cân nhắc khi chọn size áo.Tui m68 mà mặc áo sz L còn bị rộng.Mọi người khi chọn áo nhớ nên lùi 1 sz nhé"
5,"Localbrand giá thành quá rẻ cho 1 chất lượng ntn.
Làm sp chỉnh chu từng chi tiết nhỏ, từ cổ áo bên trong cũng được in rõ tên brand, từng chi tiết nhỏ làm nên uy tín 1 thương hiệu. Ủng hộ Outerity phát triển và tung nhiều mẫu mã đa dạng hơn."
5,Mình cao 1m65 nặng 60 cân nhưng mặc vào cực thoải mái luôn nha chất vải siêu mát mọi người nên mua nha🍀😚🎉
5,"áo xịn với xinh lắm mng ơi chất dày dặn kh mỏng như mấy áo đểu pha ni lông đâu, nó kh mỏng xuyên thấu như mấy áo đểu đâu cban nữ nhé, chất dày dặn lắm, thật sự áo chất lượng lắm ấy còn rẻ nữa rcm mng nên mua nha size s mặc vẫn rộng rãi thoải mái nhé"
5,"Mua hàng ở shop cũng được vài lần chất lượng sản phẩm tốt, đẹp đúng mẫu và giao hàng nhanh"
5,Hàng đẹp mà chất lượng lắm nha ưng lắm shop . E mua chủ yếu cái logo mê
5,Hàng giao nhanh.vải áo dày đẹp form ok . chất lượng sản phẩm tuỵt vời
5,"Màu sắc:đen , trắng

Áo đẹp lắm ạ , các bạn nhân viên thì siêu nhiệt và dễ thương luôn , mình cao m6 mặc sz S ạ :)))) bạn nào thik dài và rộng hơn xíu thì mình thấy sz M cx ok í ạ"
5,"Lúc đầu nhận áo dày và mát lắm,giặt lần đầu giống như kiểu xù lông nhẹ nữa.....áo rộng lắm!.Cổ áo phần là hơi rộng nên nếu giãn ra thì kh đẹp. MÌNH MONG SHOP THIẾT KẾ CỔ ÁO BÉ LẠI XÍU❤"
5,"Thời gian giao hàng khá nhanh
Chất vải dày dặn
From áo to mặc hơi rộng và rất dài"
5,Hình ảnh mang tính chất nhận xu áo đẹp vải chất đẹp lắm ạ ủng hộ shop lần sau ạ
5,Hàng xịn cò con bò cười giao hàng nhanh chưa kịp lấy tiền hahẹ
5,"Chất áo xịn lắm lunnn ạ 
Mặc lên xinh xểu🤩
Shhshshshxhxhxxhxbxbjxjxjxjxjcjcjcjjcjffndndjdjdjdjdjdjdjdjdjdjdjjd"
5,Áo đẹp vải mịn giảo hàng nhanh mình đặt size hơi to nhưng vẫn ok
5,áo quá đẹp luôn sz S đr chuẩn nha okelaaaalallalalalaljdjdjdjdjdjd
5,Hhâh hâhha hâhhha hâhhhâh hâhhha .......hâhh hâhha hâhh ..
4,"Chất liệu:cotton
Màu sắc:trắng
Đúng với mô tả:ok

Vải cotton co giãn. Chữ in thì cảm thấy k ok bằng dòng Meow mới ra mắt. Nói chung cũng tạm."
5,Bhzkaj um ba la sì  cjishajiajxbbaiixja i iabbabzjaj
5,"Màu sắc:đen
Đúng với mô tả:đúng
Chất liệu:hhchvfhg

Tôi không biết là có hại cho sức khỏe của mình là người lớn tuổi hơn mình thì mình cũng nên có cái gì cũng nên nhìn nhận lại vấn đề là có thể mua thêm cái gì đó thì phải nói là nó có thể chạy được các bác sỹ đã từng dùng cả"
5,Áo đẹp chất lượng trong tầm giá vải dày dặn nói chung là ổn áp hu
5,"áo đẹp lắm ạ, vải mát,xinh cựccc djdjdjdhhdhdhfhjdjdjfjjf"
5,"Chất liệu:thun
Màu sắc:trắng

Áo đẹp lắm luôn á
Mình 1m60 mặc qua mông nhé(hình ảnh mang tính chất nhận xu)"
5,Giao hàng hơi lâu. Áo đẹp. Mình rất thích. Mong ko bị dãn cổ...
5,"Chất liệu:đẹp, tốt

Áo hơi hơi có mùi thơm, gói hàng đẹp, xịn, chất vải mát, mềm, shiper thân thiện, dễ...
Hình ảnh k liên quan nma hàng ok sau sẽ ghé mua"
5,Đồ đẹp vải êm nên mua nha giao hàng nhanh nữa cam on shoppppppp
5,áo đẹp
5,"Áo đẹp, chất vải mềm, chữ in đẹp k nhoè, sẽ ủng hộ shop dàiiiiiiii"
5,"Chất áo rất ổn nhé mn, mình đặc biệt ưng phần cổ áo. Chất vải áo đen đẹp hơn áo trắng chút nhưng nói chung cả 2 áo đều đẹp. Mình m58 52kg mặc size S vừa qua mông nha mn, đúng độ dài mình thích. Lúc đầu đọc đánh giá hơi hoang mang nhưng may mắn mình đã chọn S, siêu xinh luôn mn ạ."
5,"Áo xinh, vải dày dặn đẹp lứm nha
Lên form xinh
T 1m63 47kg size M đẹp lắmmm nha, rộng rãi thoải mái
Sẽ ủng hộ brand tiếppppp :3333"
5,"Chất liệu:cotton

Đẹp sang trọng và đẳng cấp hơn hẳn các bạn có khi còn hơn không kém"
5,Áo rẻ xinh
5,"Áo vải sịn, mà nhiều tag quá 5 6 tag luôn á . giao mau mè , sẽ ủng hộ"
5,rất ưng luôn ớ <33
5,"Áo về xinh và thơm lắm mng ơi. Bóc ra thì đằng sau hơi dính chữ nma k bị mất nè. Thiết kế đẹp nè, rõ nét
Lưu ý chọn size!!!!!! Mình 1m6 48kg size S tha hồ nhé, dài quá mông 1 đoạn luôn ạ"
5,"áo như hình giao nhanh giá hợp lý có lẽ không bị xù đâu â
(￣∇￣) ncl giá ôki
được tặng thêm 1 cái túi vải áaa"
5,"Áo đẹp lắm nha mng, giao hàng siêu nhanh luôn. Rất là ưng ý, tag mác đầy đủ, áo thơm lên form chuẩn. Nói chung tuyệt vời. 10 điểm"
5,"Bạn sẽ không thất vọng vì chất lượng của áo đâu ạ, dự là mình sẽ còn mua thêm nhiều lần nữa"
5,Áo k đẹp k lấy xiền luôn ạ🤣 cầm cái áo mà mê chữ ê kéo dài luôn ạ😍😍❤️
5,"áo đẹp, size S mà mặc lên hơi dài ạ. mình không nghĩ áo local khi nhận đc là đóng trong túi như thế kia."
5,"nhận được áo quá hài lòng luôn, chất dày dặn nhưng vẫn mát, logo in và thêu rất rõ và nét... mua mặc đôi với ny quá ưng luôn. xứng đáng 5 sao.
sẽ ủng hộ shop tiếp"
5,"Chất liệu:Dày dặn
Màu sắc:trắng
Đúng với mô tả:đúng

Áo vãi đẹp lắm luôn mn nên mua ạ"
5,"Đúng với mô tả:đúng
Màu sắc:trắng
Chất liệu:thoáng mát

Áo đẹp , đóng gói cẩn thận"
5,Quá ok cho 1 sp áo này trời shop tư vấn nhiệt tình lắm nha mk cao m58 nặng 49kg mặc size s vừa in lúc đầu còn lo nhỏ nhưng mn yên tâm nếu k vừa có thể đổi đc nha 😘 nên có 1 cái trong tủ đồ
5,"Áo size S nhưng form to lắm, tưởng đâu size L ko á. Chất áo đẹp, hình ảnh chắc chắn, sắc nét"
5,"Áo đẹp lắm luôn ạ
Giao hàng nhanh lắm
Vải dày đẹp
Đường may cẩn thận
Phần cổ áo không biết có nhanh dãn không vì chưa mặc thử
1m48-56 mặc size S vừa lắm luôn"
